SPECIES_NR,WETNAAM,NEDNAAM,SYNONYM,VALID_NR,GROEP,HIDE,GENUS_WET,GENUS_NED,FAM_NR
4604,Thelocarpon epibolum,Zandstuifmeelkorst,0,4604,4,0,Thelocarpon,Stuifmeelkorst,487.0
4605,Thelocarpon laureri,Gewone stuifmeelkorst,0,4605,4,0,Thelocarpon,Stuifmeelkorst,487.0
4606,Thelocarpon pallidum,Bleke stuifmeelkorst,0,4606,4,0,Thelocarpon,Stuifmeelkorst,487.0
4607,Thelotrema spec.,Beukenwrat (G),0,4607,4,0,Thelotrema,,488.0
4609,Thelotrema lepadinum,Beukenwrat,0,4609,4,0,Thelotrema,,488.0
4610,Thrombium spec.,Heidestippel (G),0,4610,4,1,Thrombium,,489.0
4611,Thrombium epigaeum,Heidestippel,0,4611,4,0,Thrombium,,489.0
4612,Toninia spec.,Blaaskorst (G),0,4612,4,0,Toninia,Blaaskorst,416.0
4613,Toninia aromatica,Muurblaaskorst,0,4613,4,0,Toninia,Blaaskorst,416.0
4614,Toninia sedifolia,Kalkblaaskorst,0,4614,4,0,Toninia,Blaaskorst,416.0
4615,Bilimbia lobulata,Mergelvreter,0,4615,4,0,Bilimbia,,
4615,Mycobilimbia lobulata,,1,4615,4,0,Mycobilimbia,,
4616,Trapelia spec.,Sterschoteltje (G),0,4616,4,0,Trapelia,Sterschoteltje,490.0
4617,Trapelia coarctata,Gewoon sterschoteltje,0,4617,4,0,Trapelia,Sterschoteltje,490.0
4618,Trapelia glebulosa,Gelobd sterschoteltje,0,4618,4,0,Trapelia,Sterschoteltje,490.0
4618,Trapelia involuta,,1,4618,4,0,Trapelia,Sterschoteltje,490.0
4619,Trapelia obtegens,Bruin sterschoteltje,0,4619,4,0,Trapelia,Sterschoteltje,490.0
4620,Umbilicaria spec.,Navelmos (G),0,4620,4,0,Umbilicaria,Navelmos,494.0
4621,Umbilicaria deusta,Hunebed-navelmos,0,4621,4,0,Umbilicaria,Navelmos,494.0
4622,Umbilicaria polyphylla,Glad navelmos,0,4622,4,0,Umbilicaria,Navelmos,494.0
4623,Usnea spec.,Baardmos (G),0,4623,4,0,Usnea,Baardmos,461.0
4624,Usnea articulata,Saucijs-baardmos,0,4624,4,0,Usnea,Baardmos,461.0
4625,Usnea ceratina,Lang baardmos,0,4625,4,0,Usnea,Baardmos,461.0
4626,Usnea filipendula,Visgraatbaardmos,0,4626,4,0,Usnea,Baardmos,461.0
4627,Usnea florida,Zonnetjesbaardmos,0,4627,4,0,Usnea,Baardmos,461.0
4628,Usnea fulvoreagens,Pijpenragerbaardmos,0,4628,4,0,Usnea,Baardmos,461.0
4629,Usnea hirta,Bleek baardmos,0,4629,4,0,Usnea,Baardmos,461.0
4630,Usnea cornuta,Ingesnoerd baardmos,0,4630,4,0,Usnea,Baardmos,461.0
4631,Usnea rubicunda,Rood baardmos,0,4631,4,0,Usnea,Baardmos,461.0
4632,Usnea subfloridana,Gewoon baardmos,0,4632,4,0,Usnea,Baardmos,461.0
4633,Verrucaria spec.,Stippelkorst (G),0,4633,4,0,Verrucaria,Stippelkorst,495.0
4634,Verrucaria aethiobola,Bruine waterstippelkorst,0,4634,4,0,Verrucaria,Stippelkorst,495.0
4635,Verrucaria aquatilis,Zwarte waterstippelkorst,0,4635,4,0,Verrucaria,Stippelkorst,495.0
4637,Bagliettoa calciseda,Witte kalkstippelkorst,0,4637,4,0,Bagliettoa,,495.0
4637,Verrucaria calciseda,,1,4637,4,0,Verrucaria,Stippelkorst,495.0
4639,Verrucaria erichsenii,Gewone zeestippelkorst,0,4639,4,0,Verrucaria,Stippelkorst,495.0
4640,Verrucaria glaucina,,1,4640,4,0,Verrucaria,Stippelkorst,495.0
4640,Verrucaria polysticta,Moza�ekstippelkorst,0,4640,4,0,Verrucaria,Stippelkorst,495.0
4641,Verrucaria halizoa,Kleine zeestippelkorst,0,4641,4,0,Verrucaria,Stippelkorst,495.0
4642,Verrucaria foveolata,Mergelstippelkorst,0,4642,4,0,Verrucaria,Stippelkorst,
4643,Verrucaria denudata,Groene waterstippelkorst,0,4643,4,0,Verrucaria,Stippelkorst,495.0
4643,Verrucaria hydrela,,1,4643,4,0,Verrucaria,Stippelkorst,495.0
4644,Verrucaria internigrescens,Donkere zeestippelkorst,0,4644,4,0,Verrucaria,Stippelkorst,495.0
4645,Verrucaria rheitrophila,Gevlekte waterstippelkorst,0,4645,4,0,Verrucaria,Stippelkorst,495.0
4646,Verrucaria maura,Zwarte zeestippelkorst,0,4646,4,0,Verrucaria,Stippelkorst,495.0
4647,Verrucaria mucosa,Gladde zeestippelkorst,0,4647,4,0,Verrucaria,Stippelkorst,495.0
4648,Verrucaria muralis,Zwart-op-wit-korst,0,4648,4,0,Verrucaria,Stippelkorst,495.0
4650,Verrucaria nigrescens,Gewone stippelkorst,0,4650,4,0,Verrucaria,Stippelkorst,495.0
4651,Verrucaria praetermissa,Bleke waterstippelkorst,0,4651,4,0,Verrucaria,Stippelkorst,495.0
4652,Verrucaria sandstedei,Dunne zeestippelkorst,0,4652,4,0,Verrucaria,Stippelkorst,495.0
4653,Verrucaria striatula,Gestreepte zeestippelkorst,0,4653,4,0,Verrucaria,Stippelkorst,495.0
4655,Verrucaria macrostoma,Bruine stippelkorst,0,4655,4,0,Verrucaria,Stippelkorst,495.0
4656,Xanthoria spec.,Dooiermos (G),0,4656,4,0,Xanthoria,Dooiermos,484.0
4657,Xanthoria aureola,,1,4657,4,0,Xanthoria,Dooiermos,484.0
4657,Xanthoria calcicola,Oranje dooiermos,0,4657,4,0,Xanthoria,Dooiermos,484.0
4658,Xanthoria candelaria,Kroezig dooiermos,0,4658,4,0,Xanthoria,Dooiermos,484.0
4659,Xanthoria elegans,Rood dooiermos,0,4659,4,0,Xanthoria,Dooiermos,484.0
4660,Xanthoria parietina,Groot dooiermos,0,4660,4,0,Xanthoria,Dooiermos,484.0
4661,Xanthoria polycarpa,Klein dooiermos,0,4661,4,0,Xanthoria,Dooiermos,484.0
4662,Cladonia cariosa,Knobbelig heidestaartje,0,4662,4,0,Cladonia,Heidestaartje & Bekermos,418.0
4666,Parmelia pastillifera,,1,4666,4,0,Parmelia,Schildmos,461.0
4666,Parmelina pastillifera,Knopjesschildmos,0,4666,4,0,Parmelina,,461.0
4667,Parmelia reticulata,,1,4667,4,0,Parmelia,Schildmos,461.0
4667,Parmotrema reticulatum,Netschildmos,0,4667,4,0,Parmotrema,,461.0
4668,Abrothallus spec.,,0,4668,4,0,Abrothallus,,
4670,Abrothallus suecicus,,0,4670,4,0,Abrothallus,,
4671,Acarospora heppii,,1,4671,4,0,Acarospora,Steenschubje,401.0
4671,Myriospora heppii,Klein steenschubje,0,4671,4,0,Myriospora,,401.0
4672,Acrocordia cavata,Wilgenwrat,0,4672,4,0,Acrocordia,,450.0
4673,Agonimia spec.,Haarschubje (G),0,4673,4,0,Agonimia,,
4674,Agonimia tristicula,Gewoon haarschubje,0,4674,4,0,Agonimia,,
4676,Skyttella mulleri,,0,4676,4,0,Skyttella,,
4677,Anisomeridium polypori,Schoorsteentje,0,4677,4,0,Anisomeridium,,450.0
4678,Anisomeridium macrocarpum,Grote sporenkorst,0,4678,4,0,Anisomeridium,,450.0
4679,Arthonia fuscopurpurea,,0,4679,4,0,Arthonia,,405.0
4680,Arthonia intexta,,0,4680,4,0,Arthonia,,405.0
4681,Arthopyrenia grisea auct.,,1,4681,4,0,Arthopyrenia,,406.0
4681,Arthopyrenia punctiformis,Gewone stipjes,0,4681,4,0,Arthopyrenia,,406.0
4682,Arthonia vinosa,Rood vlekje,0,4682,4,0,Arthonia,,405.0
4683,Arthopyrenia antecellans,,1,4683,4,0,Arthopyrenia,,453.0
4683,Mycoporum antecellens,Gespikkelde boskorst,0,4683,4,0,Mycoporum,,453.0
4688,Stigmidium marinum,Obscure wadkorst,0,4688,4,0,Stigmidium,,454.0
4689,Arthopyrenia salicis,Wilgenstipjes,0,4689,4,0,Arthopyrenia,,406.0
