SPECIES_NR,WETNAAM,NEDNAAM,SYNONYM,VALID_NR,GROEP,HIDE,GENUS_WET,GENUS_NED,FAM_NR
21937,Hemimycena gracilis,Smalspoormycena,0,21937,5,0,Hemimycena,Mycena p.p.,
21938,Hemimycena hirsuta,Golfhoedmycena,0,21938,5,0,Hemimycena,Mycena p.p.,
21939,Hemimycena ignobilis,Trechtermycena,0,21939,5,0,Hemimycena,Mycena p.p.,
21940,Hemimycena lactea,Sneeuwwitte mycena,0,21940,5,0,Hemimycena,Mycena p.p.,
21941,Hemimycena mairei,Wasplaatmycena,0,21941,5,0,Hemimycena,Mycena p.p.,
21942,Hemimycena mauretanica,Druppelmycena,0,21942,5,0,Hemimycena,Mycena p.p.,
21944,Hemimycena pseudogracilis,Witte gladsteelmycena,0,21944,5,0,Hemimycena,Mycena p.p.,
21945,Hemimycena pseudolactea,Sparrenaaldmycena,0,21945,5,0,Hemimycena,Mycena p.p.,
21943,Hemimycena pseudocrispula,Stengelmycena,0,21943,5,0,Hemimycena,Mycena p.p.,
21947,Hemimycena substellata,Witte donsmycena,0,21947,5,0,Hemimycena,Mycena p.p.,
21946,Hemimycena subimmaculata,Matkopmycena,0,21946,5,0,Hemimycena,Mycena p.p.,
21948,Hemimycena tortuosa,Kurketrekkermycena,0,21948,5,0,Hemimycena,Mycena p.p.,
21949,Henningsomyces species,Gaffelhaarbuisje,0,21949,5,0,Henningsomyces,Gaffelhaarbuisje,
21950,Henningsomyces candidus,Wit gaffelhaarbuisje,0,21950,5,0,Henningsomyces,Gaffelhaarbuisje,
21951,Hericium species,,0,21951,5,0,Hericium,,
21952,Hericium coralloides s.l.,,0,21952,5,0,Hericium,,
21953,Hericium coralloides s.s.,Kammetjesstekelzwam,0,21953,5,0,Hericium,,
21954,Hericium erinaceus,Pruikzwam,0,21954,5,0,Hericium,,
21955,Hericium flagellum,Koraalstekelzwam,0,21955,5,0,Hericium,,
21956,Herpobasidium species,Wasviltje p.p.,0,21956,5,0,Herpobasidium,Wasviltje p.p.,
21957,Herpobasidium deformans,Kamperfoeliewasviltje,0,21957,5,0,Herpobasidium,Wasviltje p.p.,
21960,Heterochaetella species,,0,21960,5,0,Heterochaetella,,
21961,Heterochaetella dubia,Witte suikertrilzwam,0,21961,5,0,Heterochaetella,,
21958,Heterobasidion species,,0,21958,5,0,Heterobasidion,,
21959,Heterobasidion annosum,Dennemoorder,0,21959,5,0,Heterobasidion,,
21962,Heterosphaeria species,Kogelbekertje,0,21962,5,0,Heterosphaeria,Kogelbekertje,
21965,Heterosphaeria patella imperfect,,0,21965,5,0,Heterosphaeria,Kogelbekertje,
21964,Heterosphaeria patella perfect,,0,21964,5,0,Heterosphaeria,Kogelbekertje,
21963,Heterosphaeria patella,Gewoon kogelbekertje,0,21963,5,0,Heterosphaeria,Kogelbekertje,
21966,Heyderia species,Mijtertje p.p.,0,21966,5,0,Heyderia,Mijtertje p.p.,
21967,Heyderia abietis,Sparremijtertje,0,21967,5,0,Heyderia,Mijtertje p.p.,
21968,Heyderia sclerotipus,Knolmijtertje,0,21968,5,0,Heyderia,Mijtertje p.p.,
21969,Hirneola species,Judasoor p.p.,0,21969,5,0,Hirneola,Judasoor p.p.,
21970,Hirneola auricula-judae,Echt judasoor,0,21970,5,0,Hirneola,Judasoor p.p.,
21971,Hohenbuehelia species,Harpoenzwam,0,21971,5,0,Hohenbuehelia,Harpoenzwam,
21972,Hohenbuehelia atrocoerulea,Gewone harpoenzwam,0,21972,5,0,Hohenbuehelia,Harpoenzwam,
21973,Hohenbuehelia auriscalpium,Spatelharpoenzwam,0,21973,5,0,Hohenbuehelia,Harpoenzwam,
21974,Hohenbuehelia culmicola,Helmharpoenzwam,0,21974,5,0,Hohenbuehelia,Harpoenzwam,
21975,Hohenbuehelia cyphelliformis,Schelpharpoenzwam,0,21975,5,0,Hohenbuehelia,Harpoenzwam,
21976,Hohenbuehelia fluxilis,Harige harpoenzwam,0,21976,5,0,Hohenbuehelia,Harpoenzwam,
21977,Hohenbuehelia mastrucata,Bleke harpoenzwam,0,21977,5,0,Hohenbuehelia,Harpoenzwam,
21978,Hohenbuehelia petaloides,Grote harpoenzwam,0,21978,5,0,Hohenbuehelia,Harpoenzwam,
21979,Hohenbuehelia reniformis,Kleine harpoenzwam,0,21979,5,0,Hohenbuehelia,Harpoenzwam,
21980,Humaria species,,0,21980,5,0,Humaria,,
21981,Humaria hemisphaerica,Kleine bruine bekerzwam,0,21981,5,0,Humaria,,
21982,Hyalinia species,Sterwasbekertje,0,21982,5,0,Hyalinia,Sterwasbekertje,
21983,Hyalinia rubella,Rood sterwasbekertje,0,21983,5,0,Hyalinia,Sterwasbekertje,
21984,Hyalopeziza species,Piekhaarkelkje,0,21984,5,0,Hyalopeziza,Piekhaarkelkje,
21985,Hyalopeziza ciliata,Esdoornpiekhaarkelkje,0,21985,5,0,Hyalopeziza,Piekhaarkelkje,
21986,Hyalopeziza corticicola,Gagelpiekhaarkelkje,0,21986,5,0,Hyalopeziza,Piekhaarkelkje,
21987,Hyalopeziza trichodea,Dennepiekhaarkelkje,0,21987,5,0,Hyalopeziza,Piekhaarkelkje,
21988,Hyaloscypha species,Waterkelkje p.p.,0,21988,5,0,Hyaloscypha,Waterkelkje p.p.,
21989,Hyaloscypha albohyalina,Wit waterkelkje,0,21989,5,0,Hyaloscypha,Waterkelkje p.p.,
21990,Hyaloscypha aureliella,Harsig waterkelkje,0,21990,5,0,Hyaloscypha,Waterkelkje p.p.,
21991,Hyaloscypha fuckelii,,0,21991,5,0,Hyaloscypha,Waterkelkje p.p.,
21992,Hyaloscypha hyalina s.l.,,0,21992,5,0,Hyaloscypha,Waterkelkje p.p.,
21993,Hyaloscypha intacta,,0,21993,5,0,Hyaloscypha,Waterkelkje p.p.,
21994,Hyaloscypha leuconica,Langharig waterkelkje,0,21994,5,0,Hyaloscypha,Waterkelkje p.p.,
22007,Hydnobolites species,Hersentruffel,0,22007,5,0,Hydnobolites,Hersentruffel,
22008,Hydnobolites cerebriformis,Bleke hersentruffel,0,22008,5,0,Hydnobolites,Hersentruffel,
21997,Hydnellum species,Stekelzwam p.p.,0,21997,5,0,Hydnellum,Stekelzwam p.p.,
21998,Hydnellum aurantiacum,Oranje stekelzwam,0,21998,5,0,Hydnellum,Stekelzwam p.p.,
21999,Hydnellum caeruleum,Blauwgestreepte stekelzwam,0,21999,5,0,Hydnellum,Stekelzwam p.p.,
22001,Hydnellum concrescens s.l.,,0,22001,5,0,Hydnellum,Stekelzwam p.p.,
22000,Hydnellum compactum,Scherpe stekelzwam,0,22000,5,0,Hydnellum,Stekelzwam p.p.,
22002,Hydnellum concrescens s.s.,Gezoneerde stekelzwam,0,22002,5,0,Hydnellum,Stekelzwam p.p.,
22003,Hydnellum cumulatum,Vergroeide stekelzwam,0,22003,5,0,Hydnellum,Stekelzwam p.p.,
22004,Hydnellum ferrugineum,Roodbruine stekelzwam,0,22004,5,0,Hydnellum,Stekelzwam p.p.,
22005,Hydnellum peckii,Bloeddruppelstekelzwam,0,22005,5,0,Hydnellum,Stekelzwam p.p.,
22006,Hydnellum spongiosipes,Fluwelige stekelzwam,0,22006,5,0,Hydnellum,Stekelzwam p.p.,
21995,Hydnangium species,Moza?ektruffel,0,21995,5,0,Hydnangium,Mozaâ€¹ektruffel,
21996,Hydnangium carneum,Vleeskleurige moza?ektruffel,0,21996,5,0,Hydnangium,Mozaâ€¹ektruffel,
22016,Hydropus species,Sapsteel,0,22016,5,0,Hydropus,Sapsteel,
22017,Hydropus marginellus,Gerande sapsteel,0,22017,5,0,Hydropus,Sapsteel,
22018,Hydropus moserianus,Trechtersapsteel,0,22018,5,0,Hydropus,Sapsteel,
22019,Hydropus scabripes,Bruingrijze sapsteel,0,22019,5,0,Hydropus,Sapsteel,
22020,Hydropus subalpinus,Geelbruine sapsteel,0,22020,5,0,Hydropus,Sapsteel,
22009,Hydnotria species,Doolhoftruffel,0,22009,5,0,Hydnotria,Doolhoftruffel,
22010,Hydnotria michaelis,Olieboltruffel,0,22010,5,0,Hydnotria,Doolhoftruffel,
22011,Hydnotria tulasnei,Rosse doolhoftruffel,0,22011,5,0,Hydnotria,Doolhoftruffel,
22012,Hydnum species,Stekelzwam p.p.,0,22012,5,0,Hydnum,Stekelzwam p.p.,
22013,Hydnum repandum s.l.,,0,22013,5,0,Hydnum,Stekelzwam p.p.,
22014,Hydnum repandum s.s.,Gele stekelzwam,0,22014,5,0,Hydnum,Stekelzwam p.p.,
22015,Hydnum rufescens,Rossige stekelzwam,0,22015,5,0,Hydnum,Stekelzwam p.p.,
22097,Hygrophorus species,Slijmkop,0,22097,5,0,Hygrophorus,Slijmkop,
22098,Hygrophorus agathosmus,Amandelslijmkop,0,22098,5,0,Hygrophorus,Slijmkop,
22100,Hygrophorus discoxanthus,Verkleurende slijmkop,0,22100,5,0,Hygrophorus,Slijmkop,
22099,Hygrophorus discoideus,Roodbruine slijmkop,0,22099,5,0,Hygrophorus,Slijmkop,
22102,Hygrophorus eburneus v. eburneus,,0,22102,5,0,Hygrophorus,Slijmkop,
22103,Hygrophorus eburneus v. quercetorum,,0,22103,5,0,Hygrophorus,Slijmkop,
22101,Hygrophorus eburneus,Ivoorzwam,0,22101,5,0,Hygrophorus,Slijmkop,
22105,Hygrophorus hypothejus v. aureus,Oranje denneslijmkop,0,22105,5,0,Hygrophorus,Slijmkop,
22106,Hygrophorus hypothejus v. hypothejus,,0,22106,5,0,Hygrophorus,Slijmkop,
22104,Hygrophorus hypothejus,Denneslijmkop,0,22104,5,0,Hygrophorus,Slijmkop,
22107,Hygrophorus lucorum,Lorkeslijmkop,0,22107,5,0,Hygrophorus,Slijmkop,
22108,Hygrophorus mesotephrus,Tengere slijmkop,0,22108,5,0,Hygrophorus,Slijmkop,
22109,Hygrophorus nemoreus,Viltige slijmkop,0,22109,5,0,Hygrophorus,Slijmkop,
22110,Hygrophorus olivaceoalbus,Sparreslijmkop,0,22110,5,0,Hygrophorus,Slijmkop,
22111,Hygrophorus penarius,Droge slijmkop,0,22111,5,0,Hygrophorus,Slijmkop,
22112,Hygrophorus persoonii,Olijfkleurige slijmkop,0,22112,5,0,Hygrophorus,Slijmkop,
22113,Hygrophorus pudorinus s.l.,,0,22113,5,0,Hygrophorus,Slijmkop,
22114,Hygrophorus purpurascens,Purpervlekslijmkop,0,22114,5,0,Hygrophorus,Slijmkop,
22115,Hygrophorus pustulatus,Stippelsteelslijmkop,0,22115,5,0,Hygrophorus,Slijmkop,
22116,Hygrophorus russula,Roze slijmkop,0,22116,5,0,Hygrophorus,Slijmkop,
22117,Hygrophorus unicolor,Bleekrandslijmkop,0,22117,5,0,Hygrophorus,Slijmkop,
22021,Hygrocybe species,Wasplaat p.p.,0,22021,5,0,Hygrocybe,Wasplaat p.p.,
22023,Hygrocybe acutoconica v. acutoconica,,0,22023,5,0,Hygrocybe,Wasplaat p.p.,
22024,Hygrocybe acutoconica v. cuspidata,,0,22024,5,0,Hygrocybe,Wasplaat p.p.,
22022,Hygrocybe acutoconica,Puntmutswasplaat,0,22022,5,0,Hygrocybe,Wasplaat p.p.,
22026,Hygrocybe aurantioviscida,Hooilandwasplaat,0,22026,5,0,Hygrocybe,Wasplaat p.p.,
22025,Hygrocybe aurantiosplendens,Prachtwasplaat,0,22025,5,0,Hygrocybe,Wasplaat p.p.,
22038,Hygrocybe conica f. conica,,0,22038,5,0,Hygrocybe,Wasplaat p.p.,
22039,Hygrocybe conica f. pseudoconica,,0,22039,5,0,Hygrocybe,Wasplaat p.p.,
22040,Hygrocybe conica v. chloroides,,0,22040,5,0,Hygrocybe,Wasplaat p.p.,
22041,Hygrocybe conica v. conicopalustris,,0,22041,5,0,Hygrocybe,Wasplaat p.p.,
22034,Hygrocybe coccineocrenata v. coccineocrenata,,0,22034,5,0,Hygrocybe,Wasplaat p.p.,
22035,Hygrocybe coccineocrenata v. sphagnophila,,0,22035,5,0,Hygrocybe,Wasplaat p.p.,
22027,Hygrocybe calciphila,Kalkvuurzwammetje,0,22027,5,0,Hygrocybe,Wasplaat p.p.,
22028,Hygrocybe cantharellus,Trechterwasplaat,0,22028,5,0,Hygrocybe,Wasplaat p.p.,
22029,Hygrocybe ceracea,Elfenwasplaat,0,22029,5,0,Hygrocybe,Wasplaat p.p.,
22030,Hygrocybe chlorophana s.l.,,0,22030,5,0,Hygrocybe,Wasplaat p.p.,
22031,Hygrocybe chlorophana s.s.,Gele wasplaat,0,22031,5,0,Hygrocybe,Wasplaat p.p.,
22033,Hygrocybe coccineocrenata,Veenmosvuurzwammetje,0,22033,5,0,Hygrocybe,Wasplaat p.p.,
22042,Hygrocybe conicoides,Duinwasplaat,0,22042,5,0,Hygrocybe,Wasplaat p.p.,
22032,Hygrocybe coccinea,Scharlaken wasplaat,0,22032,5,0,Hygrocybe,Wasplaat p.p.,
22043,Hygrocybe constrictospora,Vermiljoenwasplaat,0,22043,5,0,Hygrocybe,Wasplaat p.p.,
22036,Hygrocybe colemanniana,Bruine wasplaat,0,22036,5,0,Hygrocybe,Wasplaat p.p.,
22037,Hygrocybe conica,Zwartwordende wasplaat,0,22037,5,0,Hygrocybe,Wasplaat p.p.,
22047,Hygrocybe fornicata v. fornicata,,0,22047,5,0,Hygrocybe,Wasplaat p.p.,
22048,Hygrocybe fornicata v. streptopus,,0,22048,5,0,Hygrocybe,Wasplaat p.p.,
22044,Hygrocybe flavescens,Oranje wasplaat,0,22044,5,0,Hygrocybe,Wasplaat p.p.,
22045,Hygrocybe flavipes,Geelvoetwasplaat,0,22045,5,0,Hygrocybe,Wasplaat p.p.,
22046,Hygrocybe fornicata,Ridderwasplaat,0,22046,5,0,Hygrocybe,Wasplaat p.p.,
22049,Hygrocybe glutinipes,Kleverige wasplaat,0,22049,5,0,Hygrocybe,Wasplaat p.p.,
22050,Hygrocybe helobia,Broos vuurzwammetje,0,22050,5,0,Hygrocybe,Wasplaat p.p.,
22051,Hygrocybe ingrata,Blozende wasplaat,0,22051,5,0,Hygrocybe,Wasplaat p.p.,
22052,Hygrocybe insipida,Kabouterwasplaat,0,22052,5,0,Hygrocybe,Wasplaat p.p.,
22053,Hygrocybe intermedia,Vezelige wasplaat,0,22053,5,0,Hygrocybe,Wasplaat p.p.,
22054,Hygrocybe irrigata,,0,22054,5,0,Hygrocybe,Wasplaat p.p.,
22056,Hygrocybe konradii f. konradii,,0,22056,5,0,Hygrocybe,Wasplaat p.p.,
22057,Hygrocybe konradii f. pseudopersistens,,0,22057,5,0,Hygrocybe,Wasplaat p.p.,
22055,Hygrocybe konradii,Gebochelde wasplaat,0,22055,5,0,Hygrocybe,Wasplaat p.p.,
22058,Hygrocybe lacmus,Violetgrijze wasplaat,0,22058,5,0,Hygrocybe,Wasplaat p.p.,
22059,Hygrocybe laeta,Slijmwasplaat,0,22059,5,0,Hygrocybe,Wasplaat p.p.,
22060,Hygrocybe luteolaeta,Verblekende wasplaat,0,22060,5,0,Hygrocybe,Wasplaat p.p.,
22064,Hygrocybe miniata v. mollis,,0,22064,5,0,Hygrocybe,Wasplaat p.p.,
22063,Hygrocybe miniata v. miniata,,0,22063,5,0,Hygrocybe,Wasplaat p.p.,
22061,Hygrocybe marchii,Beemdwasplaat,0,22061,5,0,Hygrocybe,Wasplaat p.p.,
22062,Hygrocybe miniata,Gewoon vuurzwammetje,0,22062,5,0,Hygrocybe,Wasplaat p.p.,
22065,Hygrocybe nitrata,Apothekerswasplaat,0,22065,5,0,Hygrocybe,Wasplaat p.p.,
22066,Hygrocybe obrussea,Wantsenwasplaat,0,22066,5,0,Hygrocybe,Wasplaat p.p.,
22067,Hygrocybe ovina,Sombere wasplaat,0,22067,5,0,Hygrocybe,Wasplaat p.p.,
22072,Hygrocybe pratensis v. pratensis,Gewone weidewasplaat,0,22072,5,0,Hygrocybe,Wasplaat p.p.,
22071,Hygrocybe pratensis v. pallida,Bleke weidewasplaat,0,22071,5,0,Hygrocybe,Wasplaat p.p.,
22068,Hygrocybe perplexa,Bruinrode wasplaat,0,22068,5,0,Hygrocybe,Wasplaat p.p.,
22069,Hygrocybe phaeococcinea,Karmozijnwasplaat,0,22069,5,0,Hygrocybe,Wasplaat p.p.,
22070,Hygrocybe pratensis,Weidewasplaat,0,22070,5,0,Hygrocybe,Wasplaat p.p.,
22073,Hygrocybe psittacina,Papagaaizwammetje,0,22073,5,0,Hygrocybe,Wasplaat p.p.,
22074,Hygrocybe punicea,Granaatbloemwasplaat,0,22074,5,0,Hygrocybe,Wasplaat p.p.,
22075,Hygrocybe radiata,Bruingestreepte wasplaat,0,22075,5,0,Hygrocybe,Wasplaat p.p.,
22076,Hygrocybe reai,Bittere wasplaat,0,22076,5,0,Hygrocybe,Wasplaat p.p.,
22077,Hygrocybe reidii,Honingwasplaat,0,22077,5,0,Hygrocybe,Wasplaat p.p.,
22078,Hygrocybe russocoriacea,Geurende wasplaat,0,22078,5,0,Hygrocybe,Wasplaat p.p.,
22080,Hygrocybe subglobispora f. aurantiorubra,,0,22080,5,0,Hygrocybe,Wasplaat p.p.,
22081,Hygrocybe subglobispora f. subglobispora,,0,22081,5,0,Hygrocybe,Wasplaat p.p.,
22082,Hygrocybe substrangulata,Glad vuurzwammetje,0,22082,5,0,Hygrocybe,Wasplaat p.p.,
22079,Hygrocybe subglobispora,Spitse wasplaat,0,22079,5,0,Hygrocybe,Wasplaat p.p.,
22083,Hygrocybe turunda,Bruinschubbig vuurzwammetje,0,22083,5,0,Hygrocybe,Wasplaat p.p.,
22084,Hygrocybe unguinosa,Grauwe wasplaat,0,22084,5,0,Hygrocybe,Wasplaat p.p.,
22087,Hygrocybe virginea v. fuscescens,Gevlekt sneeuwzwammetje,0,22087,5,0,Hygrocybe,Wasplaat p.p.,
22088,Hygrocybe virginea v. virginea,Sneeuwzwammetje,0,22088,5,0,Hygrocybe,Wasplaat p.p.,
22085,Hygrocybe viola,Viooltjeswasplaat,0,22085,5,0,Hygrocybe,Wasplaat p.p.,
22086,Hygrocybe virginea,Gewoon sneeuwzwammetje,0,22086,5,0,Hygrocybe,Wasplaat p.p.,
22089,Hygrophoropsis species,Schijncantharel,0,22089,5,0,Hygrophoropsis,Schijncantharel,
22092,Hygrophoropsis aurantiaca f. albida,,0,22092,5,0,Hygrophoropsis,Schijncantharel,
22093,Hygrophoropsis aurantiaca f. aurantiaca,,0,22093,5,0,Hygrophoropsis,Schijncantharel,
22090,Hygrophoropsis aurantiaca s.l.,,0,22090,5,0,Hygrophoropsis,Schijncantharel,
22091,Hygrophoropsis aurantiaca s.s.,Valse hanekam,0,22091,5,0,Hygrophoropsis,Schijncantharel,
22094,Hygrophoropsis fuscosquamula,Fijnschubbige schijncantharel,0,22094,5,0,Hygrophoropsis,Schijncantharel,
22095,Hygrophoropsis macrospora,Grootsporige schijncantharel,0,22095,5,0,Hygrophoropsis,Schijncantharel,
22096,Hygrophoropsis morganii,Geurende schijncantharel,0,22096,5,0,Hygrophoropsis,Schijncantharel,
22118,Hymenochaete species,Borstelzwam,0,22118,5,0,Hymenochaete,Borstelzwam,
22119,Hymenochaete cinnamomea,Kaneelkleurige borstelzwam,0,22119,5,0,Hymenochaete,Borstelzwam,
22120,Hymenochaete corrugata,Ruwe borstelzwam,0,22120,5,0,Hymenochaete,Borstelzwam,
22121,Hymenochaete cruenta,Rode borstelzwam,0,22121,5,0,Hymenochaete,Borstelzwam,
22122,Hymenochaete rubiginosa,Roestkleurige borstelzwam,0,22122,5,0,Hymenochaete,Borstelzwam,
22123,Hymenochaete tabacina,Tabakborstelzwam,0,22123,5,0,Hymenochaete,Borstelzwam,
22124,Hymenogaster species,Zijdetruffel,0,22124,5,0,Hymenogaster,Zijdetruffel,
22125,Hymenogaster arenarius,Grijze zijdetruffel,0,22125,5,0,Hymenogaster,Zijdetruffel,
22127,Hymenogaster hessei f. bisporus,,0,22127,5,0,Hymenogaster,Zijdetruffel,
22128,Hymenogaster hessei f. tetrasporus,,0,22128,5,0,Hymenogaster,Zijdetruffel,
22126,Hymenogaster hessei,Dunwandige zijdetruffel,0,22126,5,0,Hymenogaster,Zijdetruffel,
22130,Hymenogaster luteus v. luteus,,0,22130,5,0,Hymenogaster,Zijdetruffel,
22129,Hymenogaster luteus,Gele zijdetruffel,0,22129,5,0,Hymenogaster,Zijdetruffel,
22131,Hymenogaster megasporus,Muffe zijdetruffel,0,22131,5,0,Hymenogaster,Zijdetruffel,
22132,Hymenogaster olivaceus,Olijfbruine zijdetruffel,0,22132,5,0,Hymenogaster,Zijdetruffel,
22133,Hymenogaster populetorum,Populierzijdetruffel,0,22133,5,0,Hymenogaster,Zijdetruffel,
22134,Hymenogaster rehsteineri,Lichte zijdetruffel,0,22134,5,0,Hymenogaster,Zijdetruffel,
22135,Hymenogaster tener,Witte zijdetruffel,0,22135,5,0,Hymenogaster,Zijdetruffel,
22136,Hymenogaster verrucosus,Vage zijdetruffel,0,22136,5,0,Hymenogaster,Zijdetruffel,
22137,Hymenogaster vulgaris,Gewone zijdetruffel,0,22137,5,0,Hymenogaster,Zijdetruffel,
22138,Hymenoscyphus species,Vlieskelkje,0,22138,5,0,Hymenoscyphus,Vlieskelkje,
22140,Hymenoscyphus albopunctus,Kortsporig bladvlieskelkje,0,22140,5,0,Hymenoscyphus,Vlieskelkje,
22139,Hymenoscyphus albidus,Essevlieskelkje,0,22139,5,0,Hymenoscyphus,Vlieskelkje,
22141,Hymenoscyphus calyculus s.l.,,0,22141,5,0,Hymenoscyphus,Vlieskelkje,
22142,Hymenoscyphus calyculus s.s.,Geel houtvlieskelkje,0,22142,5,0,Hymenoscyphus,Vlieskelkje,
22143,Hymenoscyphus caudatus,Gewoon vlieskelkje,0,22143,5,0,Hymenoscyphus,Vlieskelkje,
22144,Hymenoscyphus citrinulus,Zeggevlieskelkje,0,22144,5,0,Hymenoscyphus,Vlieskelkje,
22145,Hymenoscyphus consobrinus,Geelwit vlieskelkje,0,22145,5,0,Hymenoscyphus,Vlieskelkje,
22147,Hymenoscyphus epiphyllus v. acarius,Geel naaldvlieskelkje,0,22147,5,0,Hymenoscyphus,Vlieskelkje,
22148,Hymenoscyphus epiphyllus v. epiphyllus,Oranje bladvlieskelkje,0,22148,5,0,Hymenoscyphus,Vlieskelkje,
22146,Hymenoscyphus epiphyllus,,0,22146,5,0,Hymenoscyphus,Vlieskelkje,
22153,Hymenoscyphus fructigenus v. coryli,,0,22153,5,0,Hymenoscyphus,Vlieskelkje,
22152,Hymenoscyphus fructigenus v. carpini,,0,22152,5,0,Hymenoscyphus,Vlieskelkje,
22154,Hymenoscyphus fructigenus v. fructigenus,,0,22154,5,0,Hymenoscyphus,Vlieskelkje,
22149,Hymenoscyphus fagineus,Beukenapvlieskelkje,0,22149,5,0,Hymenoscyphus,Vlieskelkje,
22150,Hymenoscyphus fastidiosus,Langsporig vlieskelkje,0,22150,5,0,Hymenoscyphus,Vlieskelkje,
22155,"Hymenoscyphus fructigenus ""var.4""",,0,22155,5,0,Hymenoscyphus,Vlieskelkje,
22151,Hymenoscyphus fructigenus,Eikeldopzwam,0,22151,5,0,Hymenoscyphus,Vlieskelkje,
22156,Hymenoscyphus fulvus,Mosvlieskelkje,0,22156,5,0,Hymenoscyphus,Vlieskelkje,
22157,Hymenoscyphus humuli,Hopvlieskelkje,0,22157,5,0,Hymenoscyphus,Vlieskelkje,
22158,Hymenoscyphus imberbis,Verkleurend vlieskelkje,0,22158,5,0,Hymenoscyphus,Vlieskelkje,
22159,Hymenoscyphus immutabilis,Ruitsporig vlieskelkje,0,22159,5,0,Hymenoscyphus,Vlieskelkje,
22160,Hymenoscyphus laetus,Vrolijk vlieskelkje,0,22160,5,0,Hymenoscyphus,Vlieskelkje,
22161,Hymenoscyphus lutescens,Kegelschubvlieskelkje,0,22161,5,0,Hymenoscyphus,Vlieskelkje,
22162,Hymenoscyphus menthae,Hakig vlieskelkje,0,22162,5,0,Hymenoscyphus,Vlieskelkje,
22163,Hymenoscyphus nitidulus,Smelevlieskelkje,0,22163,5,0,Hymenoscyphus,Vlieskelkje,
22165,Hymenoscyphus phyllophilus,,0,22165,5,0,Hymenoscyphus,Vlieskelkje,
22164,Hymenoscyphus phyllogenus,Klein bladvlieskelkje,0,22164,5,0,Hymenoscyphus,Vlieskelkje,
22166,Hymenoscyphus pileatus,Schijnknoopje,0,22166,5,0,Hymenoscyphus,Vlieskelkje,
22167,Hymenoscyphus repandus,Slank vlieskelkje,0,22167,5,0,Hymenoscyphus,Vlieskelkje,
22168,Hymenoscyphus rhodoleucus,Roze vlieskelkje,0,22168,5,0,Hymenoscyphus,Vlieskelkje,
22169,Hymenoscyphus robustior,Rietvlieskelkje,0,22169,5,0,Hymenoscyphus,Vlieskelkje,
22171,Hymenoscyphus salicinus,Wilgehoutvlieskelkje,0,22171,5,0,Hymenoscyphus,Vlieskelkje,
22170,Hymenoscyphus salicellus,Wilgetwijgvlieskelkje,0,22170,5,0,Hymenoscyphus,Vlieskelkje,
22172,Hymenoscyphus scutula s.l.,,0,22172,5,0,Hymenoscyphus,Vlieskelkje,
22174,Hymenoscyphus scutuloides,Veelwimperig vlieskelkje,0,22174,5,0,Hymenoscyphus,Vlieskelkje,
22173,Hymenoscyphus scutula,Wimpersporig vlieskelkje,0,22173,5,0,Hymenoscyphus,Vlieskelkje,
22175,Hymenoscyphus serotinus,Laat vlieskelkje,0,22175,5,0,Hymenoscyphus,Vlieskelkje,
22176,Hymenoscyphus sparsus,Breedsporig bladvlieskelkje,0,22176,5,0,Hymenoscyphus,Vlieskelkje,
22177,Hymenoscyphus suspectus,Grootsporig vlieskelkje,0,22177,5,0,Hymenoscyphus,Vlieskelkje,
22178,Hymenoscyphus syringicolor,Lila vlieskelkje,0,22178,5,0,Hymenoscyphus,Vlieskelkje,
22179,Hymenoscyphus vernus,Vroeg vlieskelkje,0,22179,5,0,Hymenoscyphus,Vlieskelkje,
22180,Hymenoscyphus whitei,Doorschijnend bladvlieskelkje,0,22180,5,0,Hymenoscyphus,Vlieskelkje,
22231,Hypocrea species,Kussentjeszwam p.p.,0,22231,5,0,Hypocrea,Kussentjeszwam p.p.,
22232,Hypocrea argillacea,,0,22232,5,0,Hypocrea,Kussentjeszwam p.p.,
22234,Hypocrea argillacea imperfect,,0,22234,5,0,Hypocrea,Kussentjeszwam p.p.,
22233,Hypocrea argillacea perfect,,0,22233,5,0,Hypocrea,Kussentjeszwam p.p.,
22237,Hypocrea aureoviridis imperfect,,0,22237,5,0,Hypocrea,Kussentjeszwam p.p.,
22236,Hypocrea aureoviridis perfect,,0,22236,5,0,Hypocrea,Kussentjeszwam p.p.,
22235,Hypocrea aureoviridis,Gele kussentjeszwam,0,22235,5,0,Hypocrea,Kussentjeszwam p.p.,
22240,Hypocrea citrina imperfect,,0,22240,5,0,Hypocrea,Kussentjeszwam p.p.,
22239,Hypocrea citrina perfect,,0,22239,5,0,Hypocrea,Kussentjeszwam p.p.,
22238,Hypocrea citrina,Platte kussentjeszwam,0,22238,5,0,Hypocrea,Kussentjeszwam p.p.,
22242,Hypocrea pilulifera imperfect,,0,22242,5,0,Hypocrea,Kussentjeszwam p.p.,
22241,Hypocrea pilulifera,,0,22241,5,0,Hypocrea,Kussentjeszwam p.p.,
22243,Hypocrea placentula,Rietkussentjeszwam,0,22243,5,0,Hypocrea,Kussentjeszwam p.p.,
22246,Hypocrea pulvinata imperfect,,0,22246,5,0,Hypocrea,Kussentjeszwam p.p.,
22244,Hypocrea pulvinata,Poederige kussentjeszwam,0,22244,5,0,Hypocrea,Kussentjeszwam p.p.,
22245,Hypocrea pulvinata perfect,,0,22245,5,0,Hypocrea,Kussentjeszwam p.p.,
